Product_ID,Category_ID,Product_name,Description,Price,Stock_quantity,F_coupon_id,Product_upload_date
105,8,巨無霸智利熟凍帝王蟹1隻(1400-1500g_隻),"巨無霸智利熟凍帝王蟹1隻(1400-1500g_隻)
這隻巨無霸智利熟凍帝王蟹重約1400-1500克，肉質豐滿、味道鮮美。適合簡單蒸煮或以其他方式料理，為您的宴客大餐增添豪華感。",892,46,31,2021/7/26
106,8,熟凍爆蛋巨無霸紅蟳(300-350g±10%)x4隻,"熟凍爆蛋巨無霸紅蟳(300-350g±10%)x4隻
這份熟凍爆蛋巨無霸紅蟳套餐包含4隻，每隻重約300-350克。每隻紅蟳肉質鮮嫩、蟹黃豐富，適合蒸、煮湯或火鍋，為您的饗宴增色不少。",961,39,31,2021/10/27
107,8,巨無霸特特大智利帝王蟹1隻(2.2-2.4kg_隻),"巨無霸特特大智利帝王蟹1隻(2.4~2.6kg一隻)★
這隻巨無霸特特大智利帝王蟹重約2.42.6公斤，是奢華海鮮的極致享受。肉質豐盈、味道濃郁，簡單的蒸煮方式即可帶來頂級的海鮮享受。",228,23,31,2022/3/25
108,8,特特大巨無霸智利帝王蟹1隻(2.4~2.6kg_隻)★,"特特大巨無霸智利帝王蟹1隻(2.4~2.6kg一隻)★
這隻特特大巨無霸智利帝王蟹絕對是您海鮮餐桌上的焦點，重約2.42.6公斤的大螯蟹肉質鮮美，蟹膏豐富，一口咬下帶給您極致的滿足感。簡單的蒸煮方式即可保留最原汁原味，成為您宴客的最佳選擇，絕對是品味與視覺的雙重享受。",511,11,31,2021/4/3
109,8,魔獸級巨大智利超大帝王蟹(2.6~2.8kg_隻),"魔獸級巨大智利超大帝王蟹(2.6~2.8kg一隻)
這份魔獸級巨大智利超大帝王蟹堪稱海鮮之巔，每隻重約2.62.8公斤，帶有濃郁的帝王蟹風味，肉質飽滿，蟹膏豐富。以清蒸、烤箱或火鍋方式呈現，給您餐桌上的極致奢華饗宴。",754,46,31,2021/6/1
110,8,加拿大生凍波士頓龍蝦1隻(400~450g ±5%_ 隻),"加拿大生凍波士頓龍蝦1隻(400~450g ±5%一隻)
這隻加拿大生凍波士頓龍蝦重約400450克，肉質鮮嫩、味道濃郁。龍蝦肉質緊實，適合以烤箱烹調或以牛油蒜香方式料理，為您帶來滿足的味蕾享受。",607,44,31,2021/2/24
111,8,(免運組)頂級龍蝦尾4盎司 共3入,"(免運組)頂級龍蝦尾4盎司 共3入
這套免運組包含3份頂級龍蝦尾，每份重約4盎司。每條龍蝦尾經過精心挑選，保持新鮮，適合以烤箱、煎或清蒸方式料理，呈現最原汁原味的龍蝦風味。",665,40,31,2021/9/12
112,8,(免運組)頂級龍蝦尾4盎司 共5入,"(免運組)頂級龍蝦尾4盎司 共5入
這套免運組包含5份頂級龍蝦尾，每份重約4盎司。每條龍蝦尾都是品質保證，適合以多種方式料理，滿足您對龍蝦的多樣口味追求。",278,35,31,2022/1/22
113,8,(免運組)頂級龍蝦尾8盎司 共2入,"
(免運組)頂級龍蝦尾8盎司 共2入
這套免運組包含2份頂級龍蝦尾，每份重約8盎司。每條龍蝦尾保持肉質鮮嫩，適合以烤箱、煎或火鍋方式料理，為您的餐桌增添極致豪華。",34,26,31,2021/9/3
114,15,印尼 空運 《果后》頂級油竹 一台斤(下單後7個工作天出貨),"印尼 空運 《果后》頂級油竹 一台斤(下單後7個工作天出貨)
這台斤的《果后》頂級油竹是由印尼空運而來，經過嚴格挑選，確保新鮮、嫩滑的口感。油竹是理想的食材，適合涼拌、炒、或燉煮，味道清甜，為您的料理增色不少。藉由這份上等油竹，豐富您的餐桌，享受美味的滋味。
印尼 空運 《果后》頂級油竹 一台斤(下單後7個工作天出貨)
這台斤的《果后》頂級油竹是由印尼空運而來，經過嚴格挑選，確保新鮮、嫩滑的口感。油竹是理想的食材，適合涼拌、炒、或燉煮，味道清甜，為您的料理增色不少。藉由這份上等油竹，豐富您的餐桌，享受美味的滋味。",322,6,31,2023/3/13
115,15,預購 台中東勢25A茂谷柑17斤x1箱(約50~53顆_箱_產地直送_常溫宅配_橘子)下訂,"預購 台中東勢25A茂谷柑17斤x1箱(約5053顆_箱_產地直送_常溫宅配_橘子)下訂
這箱台中東勢25A茂谷柑是直接由產地送到您手中，每箱約有5053顆。茂谷柑果實鮮嫩多汁，口感極佳，充滿甜美風味。經過精心挑選，為您呈現最新鮮的水果享受，是您健康美味的選擇。",442,41,31,2021/7/7
116,15,有機活株鮮香菇,"有機活株鮮香菇
這份有機活株鮮香菇保留了鮮嫩的香菇原汁原味，每朵菇帶有淡淡的清香。適合炒、燉湯、火鍋等多種烹調方式，為您的家常菜增色不少。有機種植，讓您安心享受有機鮮食。",213,5,31,2023/1/29
117,15,有機紅肉火龍果M-力新,"有機紅肉火龍果M-力新
這顆有機紅肉火龍果M-力新充滿自然風味，果肉紅潤飽滿，口感豐富。火龍果是維生素和纖維的豐富來源，不僅美味，也有益於健康。適合切片食用、果汁、或製作沙拉，為您的生活增添色彩。",819,20,31,2021/8/26
118,15,有機檸檬-力新,"有機檸檬-力新
這份有機檸檬-力新以新鮮的有機檸檬為原料，果實酸爽多汁，適合製作飲料、調味料理，或直接食用。檸檬含豐富的維生素C，是提升免疫力的理想選擇。",78,31,31,2021/3/16
119,15,美國有機富士蘋果袋裝,"美國有機富士蘋果袋裝
這袋裝的美國有機富士蘋果經過嚴格挑選，每顆蘋果保持新鮮、多汁。富士蘋果的甜脆口感適合直接食用，也適合製作果汁、沙拉等多種美味料理，為您帶來最天然的果香。",352,24,31,2021/2/14
120,15,產地直送─生機珍珠芭樂,"產地直送─生機珍珠芭樂
這份生機珍珠芭樂是由產地直送，確保您能品嚐到最新鮮的芭樂。每顆芭樂都保持著原汁原味的甜美，適合生食或製作果汁，為您提供美味的健康選擇。",1019,39,31,2022/2/3
121,15,進口有機黃洋蔥S-力新,"進口有機黃洋蔥S-力新
這袋有機黃洋蔥S-力新來自進口，經過有機種植，確保品質純正。黃洋蔥是廚房不可或缺的調味食材，為各式料理增添香氣和風味，適合炒菜、烹湯等多種用途。",963,46,31,2022/1/14
122,15,新鮮直送-Zespri義大利有機金圓頭奇異果#25,"新鮮直送-Zespri義大利有機金圓頭奇異果#25
這份新鮮直送的Zespri義大利有機金圓頭奇異果#25是您每日所需的維生素C的最佳來源。奇異果鮮甜多汁，經濟實惠的25顆裝，為您提供健康美味。",299,24,31,2021/9/11
123,15,雪麗 蜜棗 5斤 提盒組(下單後7個工作天出貨),"雪麗 蜜棗 5斤 提盒組(下單後7個工作天出貨)
雪麗蜜棗以五斤提盒組的形式呈現，每顆蜜棗新鮮多汁，肉質細緻，入口即化。經過嚴格挑選和精心包裝，確保品質完美，每一口都散發著天然的甜蜜風味。這是健康美味的零嘴選擇，給您帶來滿滿的幸福感。",8,23,31,2023/9/9
124,15,日本 和歌山 才色果實 蜜柑禮盒 12-15顆(下單後7個工作天出貨),"日本 和歌山 才色果實 蜜柑禮盒 12-15顆(下單後7個工作天出貨)
這份蜜柑禮盒由日本和歌山的才色果實精心打造，包含12-15顆精選蜜柑。每顆蜜柑皮薄多汁，香氣濃郁，是秋冬季節的極致美味。這是送禮自用兩相宜的禮盒，讓您品味日本頂級蜜柑的鮮美風味。
日本 和歌山 才色果實 蜜柑禮盒 12-15顆(下單後7個工作天出貨)
這份蜜柑禮盒由日本和歌山的才色果實精心打造，包含12-15顆精選蜜柑。每顆蜜柑皮薄多汁，香氣濃郁，是秋冬季節的極致美味。這是送禮自用兩相宜的禮盒，讓您品味日本頂級蜜柑的鮮美風味。",873,42,31,2022/3/8
125,15,日本 青森 特選 世界一 蘋果 8玉(下單後7個工作天出貨),"日本 青森 特選 世界一 蘋果 8玉(下單後7個工作天出貨)
這盒日本青森特選世界一蘋果包含8玉，每顆蘋果皆經精心挑選。這是一種極致甜脆的蘋果，果肉多汁，口感清爽。每顆蘋果都是品質的代表，為您的味蕾帶來極致享受。",846,50,31,2021/5/6
126,15,日本 青森 蜜富士 蘋果 8入禮盒(下單後7個工作天出貨),"日本 青森 蜜富士 蘋果 8入禮盒(下單後7個工作天出貨)
這盒日本青森蜜富士蘋果以8入禮盒形式呈現，每顆蘋果都是精挑細選的極品。蜜富士蘋果以其獨特的香甜風味聞名，口感細緻多汁。送禮或自用皆為絕佳之選，帶來純正的日本蘋果美味。",54,36,31,2021/2/16
127,15,日本 高知縣 宿毛市 愛心達摩 草莓(下單後7個工作天出貨),"
日本 高知縣 宿毛市 愛心達摩 草莓(下單後7個工作天出貨)
這盒日本高知縣宿毛市的愛心達摩草莓是一份極具心意的水果禮盒。每顆草莓都鮮嫩多汁，味道甜美濃郁。這禮盒不僅是美味的享受，更是表達心情的完美禮物，為您的生活增色不少。",139,14,31,2023/5/22
128,15,紐西蘭 空運 牽牛花 Lapin 櫻桃 32mm 2kg精裝盒(下單後7個工作天出貨),"紐西蘭 空運 牽牛花 Lapin 櫻桃 32mm 2kg精裝盒(下單後7個工作天出貨)
這盒來自紐西蘭的空運牽牛花Lapin櫻桃，每粒櫻桃直徑約32mm，果實鮮紅晶瑩，肉質飽滿多汁。經過嚴格挑選，保持新鮮度，為您呈現最頂級的櫻桃風味。這是一份高品質水果的極致享受。",413,38,31,2021/7/27
129,8,一口烏魚子鴻運禮盒140g,"一口烏魚子鴻運禮盒140g
這款一口烏魚子鴻運禮盒每盒重140克，以頂級手工製作而成，烏魚子質地鮮嫩，口感豐富。每一口都是極致的享受，典雅的提袋更添禮盒精緻感。這份禮盒結合了烏魚子的美味與包裝的精緻，是送禮或自享的絕佳之選。",599,32,31,2022/6/17
130,8,感動的美味-烏魚子(3兩級，共3片)附提袋?唯一來自成龍藝術村 頂級手工烏魚子,"感動的美味-烏魚子(3兩級，共3片)附提袋
這份烏魚子以3兩級的厚度呈現，共有3片入盒，附有精緻的提袋。每片烏魚子都經過精心挑選，擁有頂級的口感和鮮明的風味。來自成龍藝術村的手工烏魚子，為您帶來感動的美味體驗。",899,26,31,2021/5/24
131,8,感動的美味-烏魚子一口吃(120gx1盒，共4盒)提繩禮盒?唯一來自成龍藝術村 頂級手工,"感動的美味-烏魚子一口吃(120gx1盒，共4盒)提繩禮盒
這組感動的美味烏魚子一口吃禮盒包含4盒，每盒淨重120克，附有精緻提繩禮盒。每一口都是方便的一口吃設計，方便攜帶。來自成龍藝術村的頂級手工烏魚子，味道鮮美，是品味烏魚子的極佳選擇。
感動的美味-烏魚子一口吃(120gx1盒，共4盒)提繩禮盒
這組感動的美味烏魚子一口吃禮盒包含4盒，每盒淨重120克，附有精緻提繩禮盒。每一口都是方便的一口吃設計，方便攜帶。來自成龍藝術村的頂級手工烏魚子，味道鮮美，是品味烏魚子的極佳選擇。",1099,47,31,2022/3/29
132,8,日本明太子_80g_盒(辛口)_3盒,"日本明太子_80g_盒(辛口)_3盒
這組日本明太子辛口口味共有3盒，每盒淨重80克。明太子是日本經典的美食之一，以辛香的風味和滑順的口感而聞名。方便的包裝使得您可以輕鬆享受這道美味的日式小吃。",2500,10,31,2021/5/28
133,8,日本雙葉明太子沙拉_500g_包,"日本雙葉明太子沙拉_500g_包
這包日本雙葉明太子沙拉淨重500克，是方便又美味的日式明太子風味沙拉。明太子的香辣調味搭配新鮮的沙拉，帶給您清爽爽口的口感。適合當作開胃菜或下酒菜，讓您享受日本風味的美食。",600,43,31,2022/9/9
134,8,【披薩市】《圍爐大亨》台灣野生厚切一口吃烏魚子(禮盒)_3入,"【披薩市】《圍爐大亨》台灣野生厚切一口吃烏魚子(禮盒)_3入
這禮盒由《圍爐大亨》呈獻，包含3入台灣野生厚切一口吃烏魚子。每片烏魚子都切得濃厚，鮮美多汁。禮盒包裝精美，是送禮或自用的極佳選擇，展現台灣野生烏魚子的獨特風味。",1800,44,31,2022/12/19
135,8,特A級四兩烏魚子禮盒x2盒組 ( 季節限定_禮盒包裝；附提袋),"特A級四兩烏魚子禮盒x2盒組 ( 季節限定_禮盒包裝；附提袋)
這套特A級四兩烏魚子禮盒共有2盒，每盒淨重四兩。這是一份季節限定的禮盒，包裝精緻，附有提袋，方便攜帶。每一口都是極品，味道濃郁鮮美，是高級烏魚子的極致享受。",1680,37,31,2023/6/13
136,8,散裝四兩烏魚子 ( 季節限定_無禮盒包裝),"散裝四兩烏魚子 (季節限定_無禮盒包裝)
這份散裝四兩烏魚子呈現季節限定風味，以無禮盒包裝形式呈現。每片烏魚子厚實飽滿，帶有豐富的鹹香，獨特的口感令人難以忘懷。適合愛好烏魚子風味的您，將這份美味融入各式料理，為餐桌增色不少。",700,1,31,2022/1/5
137,16,Omnipork 新豬肉,"Omnipork 新豬肉
Omnipork新豬肉是一種創新的植物性肉品，具有傳統豬肉的質地和風味，卻不包含膽固醇、飽和脂肪及抗生素。這款新豬肉適用於各種烹飪方式，提供您更多選擇，同時關心環境和動物福祉。",45,9,31,2021/5/6
138,16,里仁 素火腿,"里仁 素火腿
里仁素火腿是純素的肉製品替代品，以植物性食材為基礎，製成肉質飽滿的火腿。其口感豐富、風味獨特，適用於三明治、沙拉等多種料理，為素食者提供美味的選擇。",120,33,31,2023/10/29
139,16,里仁 蚵仔酥600g,"
里仁 蚵仔酥600g
這600克的里仁蚵仔酥是素食者的美味選擇。蚵仔酥以植物性食材為主，濃郁的海鮮風味，脆口的酥皮，令人驚艷。適合沾醬、加入麵食或直接享用，滿足您對海鮮小吃的渴望。",100,11,31,2023/8/15
140,16,里仁 黑胡椒素排,"里仁 黑胡椒素排
里仁黑胡椒素排是一款以豆腐、麩皮等植物性原料製成的素食產品。肉質柔軟，搭配香濃的黑胡椒風味，讓您在享受美味的同時，輕鬆體驗素食的多樣風味。",80,50,31,2021/3/22
141,16,素如意 麵腸,"素如意 麵腸
素如意麵腸是一種素食替代品，製作精緻，質地彈牙，搭配多樣的香料調味而成。適合炒麵、涼拌等各種烹飪方式，為您的素食餐桌帶來更多可能性。",65,9,31,2021/7/26
142,16,揚明 輕鬆煮猴頭菇,"揚明 輕鬆煮猴頭菇
揚明輕鬆煮猴頭菇是一款便利的植物性菇類食品，可直接使用，省去繁複的清理過程。猴頭菇質地彈牙，適合炒、煮、燉等多種烹調方式，為您帶來簡單又美味的料理體驗。",65,14,31,2023/3/13
143,16,溢發興 麵肚,"溢發興 麵肚
溢發興麵肚是一種植物性的麵食製品，質地細緻柔軟，可用於火鍋、湯麵等多種料理。其高纖的特點使其成為營養均衡的選擇，同時滿足您對美味的追求。",65,14,31,2022/2/13
144,16,簡單廚房 素若塊,"簡單廚房 素若塊
簡單廚房素若塊是以豆製品為基礎的植物性料理，適合烹飪、涼拌等多種方式。質地鮮嫩，搭配簡單的調味，呈現出清新的風味，為您提供簡單又美味的素食選擇。",80,26,31,2022/6/17
145,16,里仁 味噌餘,"里仁 味噌餘
里仁味噌餘是一種植物性的調味料，以豆腐和香料製成。適用於炒飯、拌麵等多種料理，帶有濃郁的味噌香氣，為您的素食料理增添層次豐富的風味。",45,29,31,2023/1/5
146,16,簡單廚房 植物肉丸,"簡單廚房 植物肉丸

簡單廚房的植物肉丸是一款精心研發的植物性食品，以大豆、穀物等天然食材製成。這款植物肉丸具有肉質飽滿、口感細緻的特點，結合了豐富的植物蛋白質，為素食者提供了一種美味、營養均衡的選擇。

植物肉丸不僅適合素食者，也是愛好美食者的絕佳選擇。您可以將植物肉丸用於義大利麵、鍋物、炸物等各種烹飪方式，味道鮮美，滿足您對美味料理的需求。無論是搭配醬汁、麵食，還是烹調成各式料理，都能展現出它的多樣應用性。",80,42,31,2023/8/22
147,16,伊布 黑豆天貝,"伊布 黑豆天貝

伊布的黑豆天貝是一款創新的植物性海味替代品，以黑豆為主要原料，製成形狀狀似天貝的植物食品。其外脆內嫩的質地、獨特的香氣和美味，讓您在品嚐時能夠感受到海鮮的豐富風味。

這款黑豆天貝適合用於炸、烤、涼拌等多種烹飪方式，成為素食者和追求健康飲食的人們的理想之選。同時，黑豆的營養價值豐富，含有豐富的蛋白質和纖維，讓您在品味美味的同時，也能享受到營養的加持。",45,26,31,2021/12/13
148,16,三機 植物絞肉,"三機 植物絞肉

三機植物絞肉是一款植物性食品，以多種植物原料製成，具有質地細緻、口感豐富的特點。這款植物絞肉適合用於炒、燉、煮等各種烹飪方式，能夠替代傳統肉類，同時呈現出美味可口的風味。

植物絞肉的多樣性應用使其成為廣大素食者和注重健康飲食的人們的首選。您可以將植物絞肉用於製作漢堡、義大利肉醬、炒飯等各種料理，滿足您對美味料理的所有想像。",120,36,31,2022/2/21
149,16,三機 植物肉堡排,"三機 植物肉堡排

三機植物肉堡排是一款創新的植物性漢堡肉替代品，以多種天然植物食材製成。這款植物肉堡排具有肉質飽滿、多汁爽口的特點，適合在漢堡中搭配各式蔬菜和醬汁，呈現出豐富多層次的口感。

植物肉堡排不僅滿足了喜愛漢堡的味蕾，同時也是一種營養豐富的食品，含有豐富的蛋白質和微量元素。您可以輕鬆地在家中烹飪出美味的植物漢堡，為整個家庭提供健康的素食選擇。",100,13,31,2021/4/29
150,16,弘陽 原味素排,"弘陽 原味素排

弘陽原味素排是一種口感彈牙、風味濃郁的植物性食品，主要由大豆蛋白等素材製成。這款原味素排的質地豐富，適合切片炒食、涼拌、火鍋等多種烹飪方式，味道純正，可自由搭配各式調味。

原味素排不僅可以作為獨立菜品享用，還能應用在各種中式、西式料理中，提升整體菜餚的層次感。這是一種簡單方便，又美味可口的素食選擇，適合廣大素食者和喜愛輕食的人們。",80,34,31,2021/11/21
151,16,Omnipork 新肉絲,"Omnipork 新肉絲

Omnipork新肉絲是一款以植物性食材為基礎的創新產品，具有肉絲般的質感和豐富的風味。這款新肉絲不僅適用於炒、燉、炸等各種烹飪方式，還能夠應用在涼拌、炒麵等多種多種烹飪方式，味道純正，可自由搭配各式調味。",80,48,31,2021/11/21
152,16,Omnipork 新餐肉,Omnipork新餐肉是一款以植物性食材為基礎的創新產品，具有肉般的質感和豐富的風味。這款新肉不僅適用於炒、燉、炸等各種烹飪方式，還能夠應用在涼拌、炒麵等多種多種烹飪方式，味道純正，可自由搭配各式調味。,120,40,31,2021/11/21
